time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1983-01-17T12:41:29.700Z,38.026,20.228,14.3,7,mw,,,,1.3,us,usp0001sa1,2022-04-28T00:16:30.661Z,"26 km SW of Lixoúri, Greece",earthquake,,1.9,,,reviewed,us,nc
1982-08-05T20:32:52.950Z,-12.597,165.931,30.7,7,mw,,,,1.4,us,usp0001nvd,2022-04-28T00:28:49.587Z,"207 km S of Lata, Solomon Islands",earthquake,,9.4,,,reviewed,us,nc
1982-07-07T10:43:03.740Z,-51.225,160.513,10,7,ms,,,,1.3,us,usp0001nap,2022-04-28T00:32:05.882Z,"north of Macquarie Island",earthquake,,,,13,reviewed,us,us
1982-06-07T10:59:40.160Z,16.558,-98.358,33.8,7,ms,,,,1.1,us,usp0001mrg,2022-04-28T00:34:03.629Z,"5 km NNW of San Juan Bautista Lo de Soto, Mexico",earthquake,,2.8,,20,reviewed,us,us
1981-07-15T07:59:08.470Z,-17.26,167.601,30,7,ms,,,,1,us,usp0001eq4,2022-04-28T01:00:09.104Z,"92 km NW of Port-Vila, Vanuatu",earthquake,,,,18,reviewed,us,us
1981-07-06T03:08:24.180Z,-22.293,171.742,33,7,ms,,,,0.9,us,usp0001ej2,2022-04-28T00:59:38.701Z,"southeast of the Loyalty Islands",earthquake,,,,14,reviewed,us,us
1981-01-30T08:52:44.100Z,51.744,176.274,33,7,ms,,,,,us,usp0001byq,2022-04-28T01:16:05.328Z,"243 km ESE of Attu Station, Alaska",earthquake,,,,,reviewed,us,us
1980-02-23T05:51:03.200Z,43.53,146.753,44,7,ms,,,,,us,usp00015mw,2022-04-28T01:45:20.319Z,"30 km S of Shikotan, Russia",earthquake,,,,,reviewed,us,us
1978-12-23T11:23:12.000Z,23.247,122.075,33,7,ms,,,,,us,usp0000y1y,2022-04-27T15:20:19.152Z,"94 km SSE of Hualien City, Taiwan",earthquake,,,,,reviewed,us,us
1978-08-23T00:38:32.200Z,10.204,-85.222,56,7,ms,,,,,us,usp0000w5v,2022-04-27T15:30:30.095Z,"19 km N of Nandayure, Costa Rica",earthquake,,,,,reviewed,us,us
1978-06-17T15:11:33.500Z,-17.098,-172.264,33,7,ms,,,,,us,usp0000v3r,2022-04-27T15:37:27.715Z,"206 km SE of Hihifo, Tonga",earthquake,,,,,reviewed,us,us
1977-03-18T21:43:52.400Z,16.773,122.327,37,7,ms,,,,,us,usp0000myv,2022-04-27T16:33:36.627Z,"34 km E of Dicamay, Philippines",earthquake,,,,,reviewed,us,us
1976-07-11T20:41:47.500Z,7.409,-78.127,3,7,ms,,,,,us,usp0000h9g,2022-04-27T16:57:05.924Z,"12 km SSE of Jaqué, Panama",earthquake,,,,,reviewed,us,us
1976-06-20T20:53:13.400Z,3.397,96.318,33,7,ms,,,,,us,usp0000gzb,2022-04-27T17:02:51.303Z,"85 km SSE of Meulaboh, Indonesia",earthquake,,,,,reviewed,us,us
1976-05-29T14:00:18.500Z,24.531,98.71,10,7,ms,,,,,us,usp0000gm8,2022-04-27T17:09:29.745Z,"152 km ENE of Bhamo, Myanmar",earthquake,,,,,reviewed,us,us
1976-05-17T02:58:40.600Z,40.381,63.472,10,7,ms,,,,,us,usp0000gcj,2022-04-27T17:07:31.126Z,"27 km N of Gazli, Uzbekistan",earthquake,,,,,reviewed,us,us
1976-04-08T02:40:27.000Z,40.311,63.773,33,7,ms,,,,,us,usp0000ft0,2022-04-27T17:10:58.540Z,"33 km NE of Gazli, Uzbekistan",earthquake,,,,,reviewed,us,us
1976-01-21T10:05:24.100Z,44.915,149.123,41,7,ms,,,,,us,usp0000ekj,2022-04-27T17:21:50.773Z,"104 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,us
1975-10-06T22:24:16.200Z,-12.519,166.499,54,7,ms,,,,,us,usp0000d2p,2022-04-27T17:29:38.123Z,"188 km NW of Sola, Vanuatu",earthquake,,,,,reviewed,us,us
1975-10-01T03:29:58.900Z,-4.882,102.198,33,7,ms,,,,,us,usp0000d0m,2022-04-27T17:29:12.222Z,"119 km S of Bengkulu, Indonesia",earthquake,,,,,reviewed,us,us
1975-06-10T13:47:14.500Z,43.024,147.734,15,7,ms,,,,,us,usp0000bdp,2022-04-27T17:41:28.778Z,"118 km SE of Shikotan, Russia",earthquake,,,,,reviewed,us,us
1975-02-04T11:36:07.500Z,40.641,122.58,33,7,mw,,,,,us,usp00009ss,2022-04-27T17:52:30.255Z,"6 km E of Dashiqiao, China",earthquake,,,,,reviewed,us,01020
1974-01-31T23:30:05.300Z,-7.461,155.894,34,7,ms,,,,,us,usp000053h,2022-04-27T18:32:34.437Z,"126 km NW of Gizo, Solomon Islands",earthquake,,,,,reviewed,us,us
1973-10-06T15:07:37.300Z,-60.823,-21.549,33,7,ms,,,,,us,usp00003qs,2022-04-27T18:38:37.095Z,"east of the South Sandwich Islands",earthquake,,,,,reviewed,us,us
1973-03-17T08:30:51.800Z,13.372,122.787,33,7,ms,,,,,us,usp00000z7,2022-04-27T18:57:23.959Z,"13 km ENE of San Andres, Philippines",earthquake,,,,,reviewed,us,us
